"","Event.Date","State","Latitude","Longitude","Injury.Severity","Aircraft.Damage","Amateur.Built","Purpose.of.Flight"
"38385",1984-06-04," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38386",1984-06-04," MI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38387",1984-06-04," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38388",1984-06-03," MA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38392",1984-06-03," CA ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38393",1984-06-03," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38394",1984-06-03," CA ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38395",1984-06-03," CA ","  ","  "," Non-Fatal "," Substantial "," Yes "," Business "
"38396",1984-06-03," CA ","  ","  "," Non-Fatal "," Destroyed "," Yes "," Business "
"38397",1984-06-03," CA ","  ","  "," Non-Fatal "," Destroyed "," No "," Instructional "
"38400",1984-06-03," WY ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38401",1984-06-03," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38402",1984-06-03," WI ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38403",1984-06-03," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38404",1984-06-02," NY ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38405",1984-06-02," NY ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38408",1984-05-29," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38409",1984-05-29," OK ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"38410",1984-05-29," TN ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38412",1984-05-26," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38415",1984-05-26," GA ","  ","  "," Fatal"," Substantial "," Yes "," Personal "
"38416",1984-05-26," AL ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38417",1984-05-26," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38418",1984-05-25," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38419",1984-05-25," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38420",1984-05-25," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38421",1984-05-25," MO ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38422",1984-05-25," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38424",1984-05-25," MT ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38425",1984-05-25," MT ","  ","  "," Fatal"," Substantial "," No "," Business "
"38427",1984-05-25," WI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38428",1984-05-25," VA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38429",1984-05-24," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38433",1984-05-24," TX ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38434",1984-05-24," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38437",1984-05-16," NY ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38440",1984-05-16," OK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38442",1984-05-16," OH ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38445",1984-05-15," AK ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38446",1984-05-15," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38447",1984-05-15," MA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38448",1984-05-15," CT ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38449",1984-05-15," AR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38451",1984-05-15," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38452",1984-05-14," IA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38453",1984-05-14," ND ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38454",1984-05-14," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38455",1984-05-14," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38456",1984-05-14," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38457",1984-05-14," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38458",1984-05-13," NV ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38460",1984-05-13," MO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38461",1984-05-13," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38462",1984-05-13," CA ","  ","  "," Fatal"," Destroyed "," No "," Instructional "
"38463",1984-05-13," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38464",1984-05-13," LA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38465",1984-05-13," TX ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38466",1984-05-13," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38467",1984-05-13," OH ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38468",1984-05-13," IN ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38471",1984-05-12," ID ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38472",1984-05-12," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38473",1984-05-12," NY ","  ","  "," Non-Fatal "," Destroyed "," No "," Instructional "
"38478",1984-04-23," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38479",1984-04-23," OH ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38480",1984-04-23," GA ","  ","  "," Fatal"," Destroyed "," No "," Business "
"38482",1984-04-22," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38483",1984-04-22," MD ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38484",1984-04-22," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38485",1984-04-22," FL ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38486",1984-04-22," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38487",1984-04-22," TX ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38489",1984-04-22," GA ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38490",1984-04-21," RI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38491",1984-04-21," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38492",1984-04-21," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38493",1984-04-21," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38494",1984-04-21," CA ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"38495",1984-04-21," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38496",1984-04-21," TX ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38497",1984-04-21," ND ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38498",1984-04-21," NC ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38499",1984-04-15," LA ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38500",1984-04-15," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38502",1984-04-15," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38503",1984-04-15," WI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38504",1984-04-15," IN ","  ","  "," Fatal"," Destroyed "," No "," Business "
"38505",1984-04-15," AK ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38506",1984-04-14," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38507",1984-04-14," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38509",1984-04-14," ME ","  ","  "," Non-Fatal "," Destroyed "," Yes "," Personal "
"38510",1984-04-14," CT ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38511",1984-04-14," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38512",1984-04-14," FL ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38514",1984-04-14," FL ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38515",1984-04-14," CA ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"38516",1984-04-14," OK ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38518",1984-04-14," UT ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38519",1984-04-14," NC ","  ","  "," Fatal"," Substantial "," Yes "," Personal "
"38520",1984-04-14," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38521",1984-04-13," OR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38522",1984-04-13," ID ","  ","  "," Non-Fatal "," Destroyed "," No "," Instructional "
"38523",1984-04-13," AR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38525",1984-04-13," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38526",1984-04-13," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38527",1984-04-13," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38528",1984-04-13," CA ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"38529",1984-04-13," UT ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38530",1984-04-13," MS ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38531",1984-04-12," PA ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"38532",1984-04-12," AR ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38534",1984-04-12," FL ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"38535",1984-04-11," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38536",1984-04-11," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38538",1984-04-11," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38540",1984-04-11," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38541",1984-04-11," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38542",1984-04-10," NJ ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38543",1984-04-10," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38544",1984-04-10," OH ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38545",1984-04-10," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38546",1984-04-09," MD ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38547",1984-04-03," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38549",1984-04-03," VA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38551",1984-04-02," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38555",1984-04-02," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38556",1984-04-01," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38557",1984-04-01," MA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38558",1984-04-01," MD ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38559",1984-04-01," MA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38560",1984-04-01," CT ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38561",1984-04-01," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38562",1984-04-01," FL ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38563",1984-04-01," FL ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"38564",1984-04-01," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38565",1984-04-01," LA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38566",1984-04-01," WY ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38567",1984-04-01," WI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38568",1984-04-01," MI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38569",1984-03-31," KS ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38570",1984-03-31," KS ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38572",1984-03-31," TX ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"38573",1984-03-31," LA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38574",1984-03-31," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38575",1984-03-31," TX ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38577",1984-03-31," OH ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38578",1984-03-31," KY ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38579",1984-03-30," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38580",1984-03-30," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38581",1984-03-30," CA ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38586",1984-03-29," OR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38587",1984-03-29," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38588",1984-03-29," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38589",1984-03-29," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38590",1984-03-29," UT ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38592",1984-03-29," AK ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38593",1984-03-28," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38594",1984-03-28," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38595",1984-03-28," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38597",1984-03-28," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38598",1984-03-28," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38600",1984-03-27," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38601",1984-03-27," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38602",1984-03-27," MI ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38603",1984-03-27," GA ","  ","  "," Fatal"," Substantial "," No "," Personal "
"38605",1984-03-26," FL ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38606",1984-03-26," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38608",1984-03-26," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38610",1984-03-26," MI ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"38611",1984-03-26," MI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38612",1984-03-26," MI ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38613",1984-03-26," GA ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38614",1984-03-25," MA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38615",1984-03-25," MA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38616",1984-03-25," MA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38617",1984-03-25," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38618",1984-03-25," NJ ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38619",1984-03-25," IA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38620",1984-03-25," TX ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38621",1984-03-24," MA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38622",1984-03-24," NY ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38623",1984-03-24," PA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38624",1984-03-24," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38625",1984-03-24," CA ","  ","  "," Non-Fatal "," Minor "," No "," Personal "
"38626",1984-03-24," CO ","  ","  "," Non-Fatal "," Destroyed "," Yes "," Personal "
"38627",1984-03-24," OH ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38628",1984-03-24," VA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38629",1984-03-24," NC ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"38630",1984-03-23," NJ ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38631",1984-03-23," AR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38634",1984-03-23," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38636",1984-03-23," NC ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38637",1984-03-23," GA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38638",1984-03-22," ID ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38642",1984-03-22," ND ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"38644",1984-03-22," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38645",1984-03-21," NY ","  ","  "," Fatal"," Destroyed "," No "," Business "
"38646",1984-03-21," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38648",1984-03-21," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38649",1984-03-21," MI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38651",1984-03-21," MS ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38653",1984-03-20," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38654",1984-03-20," TX ","  ","  "," Non-Fatal "," Destroyed "," Yes "," Personal "
"38655",1984-03-20," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38656",1984-03-20," MI ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38657",1984-03-20," NC ","  ","  "," Fatal"," Destroyed "," No "," Business "
"38659",1984-03-19," NE ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38660",1984-03-19," MO ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38661",1984-03-19," MO ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38662",1984-03-19," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38663",1984-03-19," FL ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38664",1984-03-19," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38665",1984-03-19," WY ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38666",1984-03-19," NC ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38667",1984-03-19," KY ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38668",1984-03-18," KS ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38669",1984-03-18," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38670",1984-03-18," FL ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"38671",1984-03-18," FL ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"38672",1984-03-18," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38673",1984-03-18," GA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38674",1984-03-18," GA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38675",1984-03-18," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38677",1984-03-17," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38678",1984-03-17," NE ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38679",1984-03-17," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38680",1984-03-17," CA ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"38681",1984-03-17," OK ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38682",1984-03-17," OK ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38683",1984-03-17," WI ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38684",1984-03-17," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38685",1984-03-16," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38686",1984-03-16," MA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38688",1984-03-16," AR ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38689",1984-03-16," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38690",1984-03-16," FL ","  ","  "," Fatal"," Substantial "," Yes "," Personal "
"38691",1984-03-16," UT ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38692",1984-03-16," NM ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38693",1984-03-16," GA ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"38694",1984-03-16," SC ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38695",1984-03-15," ID ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38696",1984-03-15," ID ","  ","  "," Fatal"," Destroyed "," No "," Business "
"38697",1984-03-15," MA ","  ","  "," Non-Fatal "," Minor "," No "," Instructional "
"38699",1984-03-15," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38700",1984-03-15," KS ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38702",1984-03-15," FL ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"38705",1984-03-15," CA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38706",1984-03-15," VA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38707",1984-03-14," CT ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38709",1984-03-14," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38710",1984-03-14," LA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38711",1984-03-14," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38713",1984-03-14," KY ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38716",1984-03-13," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38718",1984-03-12," OR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38720",1984-03-12," OR ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38721",1984-03-12," FL ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38722",1984-03-12," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38723",1984-03-12," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38724",1984-03-12," FL ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"38725",1984-03-12," CA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38726",1984-03-12," TX ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38728",1984-03-12," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38729",1984-03-12," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38731",1984-03-12," AK ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38732",1984-03-11," NV ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38733",1984-03-11," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38734",1984-03-11," TX ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38735",1984-03-11," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38736",1984-03-11," NM ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38737",1984-03-11," OH ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38738",1984-03-10," NJ ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38739",1984-03-10," FL ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38741",1984-03-10," FL ","  ","  "," Non-Fatal "," Destroyed "," No "," Instructional "
"38742",1984-03-10," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38745",1984-03-10," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38746",1984-03-10," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38748",1984-03-10," CO ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38749",1984-03-10," OH ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38750",1984-03-10," WI ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38751",1984-03-10," NC ","  ","  "," Non-Fatal "," Substantial "," Yes "," Instructional "
"38752",1984-03-10," NC ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38753",1984-03-09," ME ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38754",1984-03-09," KS ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38755",1984-03-09," NE ","  ","  "," Fatal"," Substantial "," Yes "," Personal "
"38756",1984-03-09," FL ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38758",1984-03-09," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38759",1984-03-09," MT ","  ","  "," Fatal"," Destroyed "," No "," Business "
"38760",1984-03-09," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38761",1984-03-08," ME ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38762",1984-03-08," NY ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38764",1984-03-08," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38766",1984-03-08," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38767",1984-03-08," OK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38768",1984-03-08," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38770",1984-03-08," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38771",1984-03-07," NE ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38773",1984-03-07," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38774",1984-03-07," CA ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"38776",1984-03-07," WY ","  ","  "," Fatal"," Substantial "," No "," Personal "
"38778",1984-03-07," NC ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38784",1984-03-06," TX ","  ","  "," Non-Fatal "," Destroyed "," No "," Instructional "
"38786",1984-03-06," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38788",1984-03-05," AL ","  ","  "," Fatal"," Destroyed "," No "," Business "
"38789",1984-03-05," GA ","  ","  "," Fatal"," Substantial "," No "," Personal "
"38790",1984-03-05," VA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38792",1984-03-04," MA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38793",1984-03-04," CT ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38794",1984-03-04," MA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38795",1984-03-04," NY ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38796",1984-03-04," FL ","  ","  "," Non-Fatal "," Destroyed "," Yes "," Personal "
"38798",1984-03-04," CA ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38799",1984-03-04," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38800",1984-03-04," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38802",1984-03-04," MT ","  ","  "," Fatal"," Substantial "," No "," Personal "
"38803",1984-03-04," OH ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
